Track_EN,الشعبة_AR,College_University_AR,College_University_EN,MinScore_2022_out_of_410,Percentage,KeySkillsRequired
Scientific - Science Track,علمي علوم,تجارة المنوفية بشبين الكوم,Commerce Menoufia in Shebin Kom,297.0,72.44,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Science Track,علمي علوم,تجارة و إدارة أعمال حلوان,Commerce and Management Business Helwan,297.0,72.44,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Science Track,علمي علوم,تجارة سوهاج,Commerce Sohag,297.0,72.44,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Science Track,علمي علوم,علوم قناة السويس رياضة بالإسماعيلية,Science Canal Suez Math (track) / Sports in Ismailia,297.0,72.44,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Science Track,علمي علوم,فنون جميلة فنون المنصورة,Arts (Fine) Fine Arts (Fine) Mansoura,297.0,72.44,"Artistic/design talent, visual creativity, drawing or architectural design skills"
Scientific - Science Track,علمي علوم,تربية تعليم ابتدائي طنطا,Education Education Primary Tanta,297.0,72.44,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Science Track,علمي علوم,تجارة جنوب الوادي,Commerce South Wadi,296.0,72.2,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Science Track,علمي علوم,تجارة عين شمس,Commerce Ain Shams,296.0,72.2,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Science Track,علمي علوم,تربية تعليم ابتدائي بور سعيد,Education Education Primary Port Said,296.0,72.2,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Science Track,علمي علوم,فنون جميلة عمارة أسيوط,Arts (Fine) Fine Architecture Asyut,296.0,72.2,"Artistic/design talent, visual creativity, drawing or architectural design skills"
Scientific - Science Track,علمي علوم,تمريض الفيوم,Nursing Fayoum,296.0,72.2,"Humane caregiving, tolerance for physical/psychological stress, precision in following medical instructions"
Scientific - Science Track,علمي علوم,تجارة بني سويف,Commerce Beni Suef,295.0,71.95,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Science Track,علمي علوم,زراعة كفر الشيخ,Agriculture Kafr Sheikh,295.0,71.95,"Biological and chemical understanding, practical fieldwork, soil/crop analysis"
Scientific - Science Track,علمي علوم,تجارة انتساب موجه المنصورة,Commerce Affiliated (Distance Program) Mansoura,295.0,71.95,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Science Track,علمي علوم,زراعة الإسكندرية بسابا باشا,Agriculture Alexandria in Saba Basha,294.0,71.71,"Biological and chemical understanding, practical fieldwork, soil/crop analysis"
Scientific - Science Track,علمي علوم,تجارة السويس,Commerce Suez,294.0,71.71,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Science Track,علمي علوم,تجارة أسوان,Commerce Aswan,293.0,71.46,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Science Track,علمي علوم,فنون جميلة فنون المنيا,Arts (Fine) Fine Arts (Fine) Minya,293.0,71.46,"Artistic/design talent, visual creativity, drawing or architectural design skills"
Scientific - Science Track,علمي علوم,تجارة أسيوط,Commerce Asyut,293.0,71.46,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Science Track,علمي علوم,فنون جميلة فنون أسيوط,Arts (Fine) Fine Arts (Fine) Asyut,293.0,71.46,"Artistic/design talent, visual creativity, drawing or architectural design skills"
Scientific - Science Track,علمي علوم,تجارة مدينة السادات,Commerce City of Sadat,292.0,71.22,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Science Track,علمي علوم,إعلام بني سويف,Mass Communication Beni Suef,292.0,71.22,"Writing and editing, communication, broad general knowledge, filming/editing skills depending on track"
Scientific - Science Track,علمي علوم,فنون جميلة فنون الأقصر,Arts (Fine) Fine Arts (Fine) Luxor,292.0,71.22,"Artistic/design talent, visual creativity, drawing or architectural design skills"
Scientific - Science Track,علمي علوم,تربية رياضية بنين دمياط,Education Sports Boys Damietta,290.0,70.73,"Physical fitness, coaching skills, understanding of movement physiology"
Scientific - Science Track,علمي علوم,تجارة انتساب موجه الزقازيق,Commerce Affiliated (Distance Program) Zagazig,290.0,70.73,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Science Track,علمي علوم,زراعة المنوفية بشبين الكوم,Agriculture Menoufia in Shebin Kom,290.0,70.73,"Biological and chemical understanding, practical fieldwork, soil/crop analysis"
Scientific - Science Track,علمي علوم,زراعة بنها بمشتهر,Agriculture Banha in Mashtohor,289.0,70.49,"Biological and chemical understanding, practical fieldwork, soil/crop analysis"
Scientific - Science Track,علمي علوم,تربية طفولة مبكرة المنوفية,Education Early Childhood Early Menoufia,289.0,70.49,"Educational patience, understanding child development, communication skills with children"
Scientific - Science Track,علمي علوم,تربية تعليم ابتدائي كفر الشيخ,Education Education Primary Kafr Sheikh,289.0,70.49,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Science Track,علمي علوم,تربية طفولة كفر الشيخ,Education Early Childhood Kafr Sheikh,287.0,70.0,"Educational patience, understanding child development, communication skills with children"
Scientific - Science Track,علمي علوم,تجارة انتساب موجه دمياط,Commerce Affiliated (Distance Program) Damietta,287.0,70.0,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Science Track,علمي علوم,زراعة سوهاج,Agriculture Sohag,287.0,70.0,"Biological and chemical understanding, practical fieldwork, soil/crop analysis"
Scientific - Science Track,علمي علوم,تجارة انتساب موجه كفر الشيخ,Commerce Affiliated (Distance Program) Kafr Sheikh,287.0,70.0,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Science Track,علمي علوم,تربية سوهاج,Education Sohag,287.0,70.0,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Science Track,علمي علوم,العلوم الزراعية البيئية العريش,Science Agricultural Environmental Al-Arish,287.0,70.0,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Science Track,علمي علوم,تربية طفولة مبكرة أسيوط,Education Early Childhood Early Asyut,286.0,69.76,"Educational patience, understanding child development, communication skills with children"
Scientific - Science Track,علمي علوم,تربية جنوب الوادي,Education South Wadi,286.0,69.76,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Science Track,علمي علوم,زراعة قناة السويس بالإسماعيلية,Agriculture Canal Suez in Ismailia,286.0,69.76,"Biological and chemical understanding, practical fieldwork, soil/crop analysis"
Scientific - Science Track,علمي علوم,زراعة الفيوم,Agriculture Fayoum,285.0,69.51,"Biological and chemical understanding, practical fieldwork, soil/crop analysis"
Scientific - Science Track,علمي علوم,تربية تعليم ابتدائي المنوفية,Education Education Primary Menoufia,285.0,69.51,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Science Track,علمي علوم,زراعة مطروح بفوكه,Agriculture Matrouh in Foka,285.0,69.51,"Biological and chemical understanding, practical fieldwork, soil/crop analysis"
Scientific - Science Track,علمي علوم,تمريض أسوان,Nursing Aswan,284.0,69.27,"Humane caregiving, tolerance for physical/psychological stress, precision in following medical instructions"
Scientific - Science Track,علمي علوم,تربية طفولة طنطا,Education Early Childhood Tanta,284.0,69.27,"Educational patience, understanding child development, communication skills with children"
Scientific - Science Track,علمي علوم,تجارة انتساب موجه الإسكندرية,Commerce Affiliated (Distance Program) Alexandria,284.0,69.27,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Science Track,علمي علوم,تجارة انتساب موجه طنطا,Commerce Affiliated (Distance Program) Tanta,284.0,69.27,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Science Track,علمي علوم,تجارة انتساب موجه القاهرة,Commerce Affiliated (Distance Program) Cairo,283.0,69.02,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Science Track,علمي علوم,تربية الفيوم,Education Fayoum,283.0,69.02,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Science Track,علمي علوم,تربية جنوب الوادي بالغردقة,Education South Wadi in Hurghada,283.0,69.02,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Science Track,علمي علوم,تربية أسيوط,Education Asyut,282.0,68.78,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Science Track,علمي علوم,زراعة بني سويف,Agriculture Beni Suef,282.0,68.78,"Biological and chemical understanding, practical fieldwork, soil/crop analysis"
Scientific - Science Track,علمي علوم,تجارة انتساب موجه دمنهور,Commerce Affiliated (Distance Program) Damanhour,282.0,68.78,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Science Track,علمي علوم,تجارة انتساب موجه بور سعيد,Commerce Affiliated (Distance Program) Port Said,282.0,68.78,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Science Track,علمي علوم,تجارة انتساب موجه بنها,Commerce Affiliated (Distance Program) Banha,282.0,68.78,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Science Track,علمي علوم,تربية مطروح,Education Matrouh,281.0,68.54,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Science Track,علمي علوم,زراعة و موارد طبيعية أسوان,Agriculture and Resources Natural Aswan,281.0,68.54,"High focus and memorization, empathy and human communication, stress tolerance, reading scientific research in English"
Scientific - Science Track,علمي علوم,تجارة انتساب موجه عين شمس,Commerce Affiliated (Distance Program) Ain Shams,281.0,68.54,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Science Track,علمي علوم,تجارة انتساب موجه المنوفية بشبين الكوم,Commerce Affiliated (Distance Program) Menoufia in Shebin Kom,281.0,68.54,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Science Track,علمي علوم,تربية تعليم ابتدائي المنيا,Education Education Primary Minya,281.0,68.54,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Science Track,علمي علوم,زراعة الوادي الجديد,Agriculture Wadi New,281.0,68.54,"Biological and chemical understanding, practical fieldwork, soil/crop analysis"
Scientific - Science Track,علمي علوم,تربية تعليم ابتدائي دمنهور,Education Education Primary Damanhour,281.0,68.54,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Science Track,علمي علوم,حقوق المنيا,Law Minya,281.0,68.54,"Logical and textual analysis, memorizing legal texts, argumentation and persuasion skills"
Scientific - Science Track,علمي علوم,زراعة أسيوط,Agriculture Asyut,281.0,68.54,"Biological and chemical understanding, practical fieldwork, soil/crop analysis"
Scientific - Science Track,علمي علوم,زراعة جنوب الوادي,Agriculture South Wadi,280.0,68.29,"Biological and chemical understanding, practical fieldwork, soil/crop analysis"
Scientific - Science Track,علمي علوم,حقوق سوهاج,Law Sohag,280.0,68.29,"Logical and textual analysis, memorizing legal texts, argumentation and persuasion skills"
Scientific - Science Track,علمي علوم,تجارة و إدارة أعمال انتساب موجه حلوان,Commerce and Management Business Affiliated (Distance Program) Helwan,280.0,68.29,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Science Track,علمي علوم,تجارة انتساب موجه قناة السويس بالإسماعيلية,Commerce Affiliated (Distance Program) Canal Suez in Ismailia,280.0,68.29,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Science Track,علمي علوم,زراعة المنيا,Agriculture Minya,280.0,68.29,"Biological and chemical understanding, practical fieldwork, soil/crop analysis"
Scientific - Science Track,علمي علوم,إعلام جنوب الوادي,Mass Communication South Wadi,279.0,68.05,"Writing and editing, communication, broad general knowledge, filming/editing skills depending on track"
Scientific - Science Track,علمي علوم,تجارة انتساب موجه مدينة السادات,Commerce Affiliated (Distance Program) City of Sadat,278.0,67.8,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Science Track,علمي علوم,تربية تعليم ابتدائي مدينة السادات,Education Education Primary City of Sadat,278.0,67.8,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Science Track,علمي علوم,تربية حلوان,Education Helwan,278.0,67.8,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Science Track,علمي علوم,تربية قناة السويس بالإسماعيلية,Education Canal Suez in Ismailia,278.0,67.8,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Science Track,علمي علوم,تربية طفولة مبكرة الإسكندرية,Education Early Childhood Early Alexandria,278.0,67.8,"Educational patience, understanding child development, communication skills with children"
Scientific - Science Track,علمي علوم,تجارة انتساب موجه بني سويف,Commerce Affiliated (Distance Program) Beni Suef,278.0,67.8,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Science Track,علمي علوم,تجارة انتساب موجه أسوان,Commerce Affiliated (Distance Program) Aswan,278.0,67.8,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Science Track,علمي علوم,تجارة انتساب موجه أسيوط,Commerce Affiliated (Distance Program) Asyut,277.0,67.56,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Science Track,علمي علوم,تجارة انتساب موجه السويس,Commerce Affiliated (Distance Program) Suez,277.0,67.56,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Science Track,علمي علوم,تربية نوعية الزقازيق,Education Specific/Specialized Zagazig,277.0,67.56,"Artistic/musical/technical skills depending on specialization, practical education"
Scientific - Science Track,علمي علوم,تربية طفولة مبكرة دمنهور,Education Early Childhood Early Damanhour,277.0,67.56,"Educational patience, understanding child development, communication skills with children"
Scientific - Science Track,علمي علوم,تجارة انتساب موجه جنوب الوادي,Commerce Affiliated (Distance Program) South Wadi,277.0,67.56,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Science Track,علمي علوم,تربية المنوفية رياضة بشبين الكوم,Education Menoufia Math (track) / Sports in Shebin Kom,276.0,67.32,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Science Track,علمي علوم,تربية تعليم ابتدائي الإسكندرية,Education Education Primary Alexandria,276.0,67.32,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Science Track,علمي علوم,تجارة انتساب موجه العريش,Commerce Affiliated (Distance Program) Al-Arish,276.0,67.32,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Science Track,علمي علوم,تجارة انتساب موجه سوهاج,Commerce Affiliated (Distance Program) Sohag,276.0,67.32,"Basic financial math, accounting, data analysis, business communication skills"
Scientific - Science Track,علمي علوم,تربية السويس,Education Suez,276.0,67.32,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Science Track,علمي علوم,حقوق دمياط,Law Damietta,275.0,67.07,"Logical and textual analysis, memorizing legal texts, argumentation and persuasion skills"
Scientific - Science Track,علمي علوم,تربية طفولة مبكرة مدينة السادات,Education Early Childhood Early City of Sadat,275.0,67.07,"Educational patience, understanding child development, communication skills with children"
Scientific - Science Track,علمي علوم,دار العلوم الفيوم,Dar Al-Uloom Science Fayoum,275.0,67.07,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Science Track,علمي علوم,تربية بنات عين شمس,Education Girls Ain Shams,274.0,66.83,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Science Track,علمي علوم,تربية طفولة مبكرة القاهرة,Education Early Childhood Early Cairo,273.0,66.59,"Educational patience, understanding child development, communication skills with children"
Scientific - Science Track,علمي علوم,تربية نوعية طنطا,Education Specific/Specialized Tanta,273.0,66.59,"Artistic/musical/technical skills depending on specialization, practical education"
Scientific - Science Track,علمي علوم,آداب القاهرة,Arts (Humanities) Cairo,273.0,66.59,General analytical and communication skills (recommend checking specific department details)
Scientific - Science Track,علمي علوم,تربية نوعية كفر الشيخ,Education Specific/Specialized Kafr Sheikh,273.0,66.59,"Artistic/musical/technical skills depending on specialization, practical education"
Scientific - Science Track,علمي علوم,تربية طفولة مبكرة الفيوم,Education Early Childhood Early Fayoum,272.0,66.34,"Educational patience, understanding child development, communication skills with children"
Scientific - Science Track,علمي علوم,تربية تعليم ابتدائي بنها,Education Education Primary Banha,272.0,66.34,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Science Track,علمي علوم,حقوق انتساب موجه الزقازيق,Law Affiliated (Distance Program) Zagazig,272.0,66.34,"Logical and textual analysis, memorizing legal texts, argumentation and persuasion skills"
Scientific - Science Track,علمي علوم,دار العلوم أسوان,Dar Al-Uloom Science Aswan,271.0,66.1,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Science Track,علمي علوم,تربية الوادي الجديد,Education Wadi New,271.0,66.1,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Science Track,علمي علوم,آداب المنصورة,Arts (Humanities) Mansoura,271.0,66.1,General analytical and communication skills (recommend checking specific department details)
Scientific - Science Track,علمي علوم,تربية بني سويف,Education Beni Suef,270.0,65.85,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Science Track,علمي علوم,تربية طفولة مبكرة المنيا,Education Early Childhood Early Minya,270.0,65.85,"Educational patience, understanding child development, communication skills with children"
Scientific - Science Track,علمي علوم,تربية طفولة مبكرة مطروح,Education Early Childhood Early Matrouh,270.0,65.85,"Educational patience, understanding child development, communication skills with children"
Scientific - Science Track,علمي علوم,تربية العريش,Education Al-Arish,269.0,65.61,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Science Track,علمي علوم,تربية تعليم ابتدائي عين شمس,Education Education Primary Ain Shams,269.0,65.61,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Science Track,علمي علوم,دار العلوم المنيا,Dar Al-Uloom Science Minya,269.0,65.61,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Science Track,علمي علوم,تربية طفولة مبكرة بني سويف,Education Early Childhood Early Beni Suef,268.0,65.37,"Educational patience, understanding child development, communication skills with children"
Scientific - Science Track,علمي علوم,تربية تعليم ابتدائي أسيوط,Education Education Primary Asyut,268.0,65.37,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Science Track,علمي علوم,تربية نوعية الإسكندرية,Education Specific/Specialized Alexandria,267.0,65.12,"Artistic/musical/technical skills depending on specialization, practical education"
Scientific - Science Track,علمي علوم,تربية نوعية المنصورة,Education Specific/Specialized Mansoura,267.0,65.12,"Artistic/musical/technical skills depending on specialization, practical education"
Scientific - Science Track,علمي علوم,آداب الزقازيق,Arts (Humanities) Zagazig,267.0,65.12,General analytical and communication skills (recommend checking specific department details)
Scientific - Science Track,علمي علوم,حقوق انتساب موجه كفر الشيخ,Law Affiliated (Distance Program) Kafr Sheikh,266.0,64.88,"Logical and textual analysis, memorizing legal texts, argumentation and persuasion skills"
Scientific - Science Track,علمي علوم,تربية طفولة الإسكندرية,Education Early Childhood Alexandria,265.0,64.63,"Educational patience, understanding child development, communication skills with children"
Scientific - Science Track,علمي علوم,زراعة المنوفية رياضة بشبين الكوم,Agriculture Menoufia Math (track) / Sports in Shebin Kom,264.0,64.39,"Biological and chemical understanding, practical fieldwork, soil/crop analysis"
Scientific - Science Track,علمي علوم,تربية طفولة دمنهور,Education Early Childhood Damanhour,264.0,64.39,"Educational patience, understanding child development, communication skills with children"
Scientific - Science Track,علمي علوم,تربية نوعية المنيا,Education Specific/Specialized Minya,264.0,64.39,"Artistic/musical/technical skills depending on specialization, practical education"
Scientific - Science Track,علمي علوم,آداب بنها,Arts (Humanities) Banha,263.0,64.15,General analytical and communication skills (recommend checking specific department details)
Scientific - Science Track,علمي علوم,زراعة بنها رياضة بمشتهر,Agriculture Banha Math (track) / Sports in Mashtohor,263.0,64.15,"Biological and chemical understanding, practical fieldwork, soil/crop analysis"
Scientific - Science Track,علمي علوم,حقوق الإسكندرية,Law Alexandria,261.0,63.66,"Logical and textual analysis, memorizing legal texts, argumentation and persuasion skills"
Scientific - Science Track,علمي علوم,زراعة قناة السويس رياضة بالإسماعيلية,Agriculture Canal Suez Math (track) / Sports in Ismailia,261.0,63.66,"Biological and chemical understanding, practical fieldwork, soil/crop analysis"
Scientific - Science Track,علمي علوم,تربية تعليم ابتدائي حلوان,Education Education Primary Helwan,260.0,63.41,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Science Track,علمي علوم,حقوق القاهرة,Law Cairo,260.0,63.41,"Logical and textual analysis, memorizing legal texts, argumentation and persuasion skills"
Scientific - Science Track,علمي علوم,تربية تعليم ابتدائي بنات عين شمس,Education Education Primary Girls Ain Shams,260.0,63.41,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Science Track,علمي علوم,آداب عين شمس,Arts (Humanities) Ain Shams,259.0,63.17,General analytical and communication skills (recommend checking specific department details)
Scientific - Science Track,علمي علوم,حقوق جنوب الوادي,Law South Wadi,259.0,63.17,"Logical and textual analysis, memorizing legal texts, argumentation and persuasion skills"
Scientific - Science Track,علمي علوم,تربية تعليم ابتدائي الفيوم,Education Education Primary Fayoum,259.0,63.17,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Science Track,علمي علوم,سياحة وفنادق الإسكندرية,Tourism and Hotels Alexandria,258.0,62.93,"Foreign languages, hospitality and customer service, event management"
Scientific - Science Track,علمي علوم,آداب طنطا,Arts (Humanities) Tanta,258.0,62.93,General analytical and communication skills (recommend checking specific department details)
Scientific - Science Track,علمي علوم,تربية دمياط,Education Damietta,258.0,62.93,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Science Track,علمي علوم,حقوق بني سويف,Law Beni Suef,258.0,62.93,"Logical and textual analysis, memorizing legal texts, argumentation and persuasion skills"
Scientific - Science Track,علمي علوم,آداب بور سعيد,Arts (Humanities) Port Said,258.0,62.93,General analytical and communication skills (recommend checking specific department details)
Scientific - Science Track,علمي علوم,آداب كفر الشيخ,Arts (Humanities) Kafr Sheikh,257.0,62.68,General analytical and communication skills (recommend checking specific department details)
Scientific - Science Track,علمي علوم,آداب المنوفية بشبين الكوم,Arts (Humanities) Menoufia in Shebin Kom,257.0,62.68,General analytical and communication skills (recommend checking specific department details)
Scientific - Science Track,علمي علوم,أقتصاد منزلى العريش,Economics Home (Economics) Al-Arish,257.0,62.68,General analytical and communication skills (recommend checking specific department details)
Scientific - Science Track,علمي علوم,حقوق عين شمس,Law Ain Shams,257.0,62.68,"Logical and textual analysis, memorizing legal texts, argumentation and persuasion skills"
Scientific - Science Track,علمي علوم,تربية نوعية أسيوط,Education Specific/Specialized Asyut,255.0,62.2,"Artistic/musical/technical skills depending on specialization, practical education"
Scientific - Science Track,علمي علوم,آداب دمنهور,Arts (Humanities) Damanhour,255.0,62.2,General analytical and communication skills (recommend checking specific department details)
Scientific - Science Track,علمي علوم,حقوق الفيوم,Law Fayoum,255.0,62.2,"Logical and textual analysis, memorizing legal texts, argumentation and persuasion skills"
Scientific - Science Track,علمي علوم,حقوق المنصورة,Law Mansoura,254.0,61.95,"Logical and textual analysis, memorizing legal texts, argumentation and persuasion skills"
Scientific - Science Track,علمي علوم,آداب حلوان,Arts (Humanities) Helwan,254.0,61.95,General analytical and communication skills (recommend checking specific department details)
Scientific - Science Track,علمي علوم,حقوق أسيوط,Law Asyut,254.0,61.95,"Logical and textual analysis, memorizing legal texts, argumentation and persuasion skills"
Scientific - Science Track,علمي علوم,تربية طفولة عين شمس,Education Early Childhood Ain Shams,254.0,61.95,"Educational patience, understanding child development, communication skills with children"
Scientific - Science Track,علمي علوم,حقوق أسوان,Law Aswan,253.0,61.71,"Logical and textual analysis, memorizing legal texts, argumentation and persuasion skills"
Scientific - Science Track,علمي علوم,تربية تعليم ابتدائي جنوب الوادي,Education Education Primary South Wadi,253.0,61.71,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Science Track,علمي علوم,آداب و علوم إنسانية قناة السويس بالإسماعيلية,Arts (Humanities) and Science Humanities Canal Suez in Ismailia,253.0,61.71,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Science Track,علمي علوم,حقوق بنها,Law Banha,252.0,61.46,"Logical and textual analysis, memorizing legal texts, argumentation and persuasion skills"
Scientific - Science Track,علمي علوم,حقوق طنطا,Law Tanta,252.0,61.46,"Logical and textual analysis, memorizing legal texts, argumentation and persuasion skills"
Scientific - Science Track,علمي علوم,آداب انتساب موجه الإسكندرية,Arts (Humanities) Affiliated (Distance Program) Alexandria,250.0,60.98,General analytical and communication skills (recommend checking specific department details)
Scientific - Science Track,علمي علوم,أقتصاد منزلى بنات عين شمس,Economics Home (Economics) Girls Ain Shams,250.0,60.98,General analytical and communication skills (recommend checking specific department details)
Scientific - Science Track,علمي علوم,تربية نوعية القاهرة,Education Specific/Specialized Cairo,250.0,60.98,"Artistic/musical/technical skills depending on specialization, practical education"
Scientific - Science Track,علمي علوم,آداب الفيوم,Arts (Humanities) Fayoum,250.0,60.98,General analytical and communication skills (recommend checking specific department details)
Scientific - Science Track,علمي علوم,آداب و علوم إنسانية السويس,Arts (Humanities) and Science Humanities Suez,250.0,60.98,"Analytical scientific thinking, math/chemistry/physics depending on department, scientific research"
Scientific - Science Track,علمي علوم,تربية طفولة حلوان رياض أطفال,Education Early Childhood Helwan Kindergarten Children,250.0,60.98,"Educational patience, understanding child development, communication skills with children"
Scientific - Science Track,علمي علوم,آداب دمياط,Arts (Humanities) Damietta,249.0,60.73,General analytical and communication skills (recommend checking specific department details)
Scientific - Science Track,علمي علوم,آداب انتساب موجه القاهرة,Arts (Humanities) Affiliated (Distance Program) Cairo,249.0,60.73,General analytical and communication skills (recommend checking specific department details)
Scientific - Science Track,علمي علوم,آداب انتساب موجه الزقازيق,Arts (Humanities) Affiliated (Distance Program) Zagazig,249.0,60.73,General analytical and communication skills (recommend checking specific department details)
Scientific - Science Track,علمي علوم,حقوق حلوان,Law Helwan,248.0,60.49,"Logical and textual analysis, memorizing legal texts, argumentation and persuasion skills"
Scientific - Science Track,علمي علوم,تربية نوعية جنوب الوادي,Education Specific/Specialized South Wadi,248.0,60.49,"Artistic/musical/technical skills depending on specialization, practical education"
Scientific - Science Track,علمي علوم,آداب أسوان,Arts (Humanities) Aswan,248.0,60.49,General analytical and communication skills (recommend checking specific department details)
Scientific - Science Track,علمي علوم,آداب بنات عين شمس,Arts (Humanities) Girls Ain Shams,248.0,60.49,General analytical and communication skills (recommend checking specific department details)
Scientific - Science Track,علمي علوم,تربية طفولة جنوب الوادي,Education Early Childhood South Wadi,247.0,60.24,"Educational patience, understanding child development, communication skills with children"
Scientific - Science Track,علمي علوم,تربية تعليم ابتدائي بني سويف,Education Education Primary Beni Suef,247.0,60.24,"Teaching and communication skills, patience, basic educational psychology understanding"
Scientific - Science Track,علمي علوم,آداب العريش,Arts (Humanities) Al-Arish,247.0,60.24,General analytical and communication skills (recommend checking specific department details)
Scientific - Science Track,علمي علوم,حقوق المنوفية بشبين الكوم,Law Menoufia in Shebin Kom,247.0,60.24,"Logical and textual analysis, memorizing legal texts, argumentation and persuasion skills"
Scientific - Science Track,علمي علوم,سياحة وفنادق حلوان بالمنيل,Tourism and Hotels Helwan in Al-Manial,246.0,60.0,"Foreign languages, hospitality and customer service, event management"
Scientific - Science Track,علمي علوم,سياحة وفنادق الفيوم,Tourism and Hotels Fayoum,246.0,60.0,"Foreign languages, hospitality and customer service, event management"
Scientific - Science Track,علمي علوم,سياحة وفنادق مدينة السادات,Tourism and Hotels City of Sadat,246.0,60.0,"Foreign languages, hospitality and customer service, event management"
Scientific - Science Track,علمي علوم,سياحة وفنادق قناة السويس بالإسماعيلية,Tourism and Hotels Canal Suez in Ismailia,246.0,60.0,"Foreign languages, hospitality and customer service, event management"
Scientific - Science Track,علمي علوم,سياحه وفنادق الاقصر,Tourism and Hotels Luxor,246.0,60.0,General analytical and communication skills (recommend checking specific department details)
Scientific - Science Track,علمي علوم,آداب بني سويف,Arts (Humanities) Beni Suef,246.0,60.0,General analytical and communication skills (recommend checking specific department details)
Scientific - Science Track,علمي علوم,سياحة وفنادق المنصورة,Tourism and Hotels Mansoura,246.0,60.0,"Foreign languages, hospitality and customer service, event management"
Scientific - Science Track,علمي علوم,سياحة وفنادق مطروح,Tourism and Hotels Matrouh,246.0,60.0,"Foreign languages, hospitality and customer service, event management"
Scientific - Science Track,علمي علوم,سياحة وفنادق المنيا,Tourism and Hotels Minya,246.0,60.0,"Foreign languages, hospitality and customer service, event management"
